"","country","year","Life.Exp","Adol.Fertility","Total.Pop","GDP.Capita","Educ.Exp","Health.Exp","GirlsBoys.Ratio","iso3c","region","income"
"465","Congo, Dem. Rep.",2003,52.1067804878049,130.607,52602208,8937567059.87754,NA,3.20376686,NA,"COD","Sub-Saharan Africa (all income levels)","Low income"
"466","Congo, Dem. Rep.",2005,53.6382926829268,130.359,56089536,11964484667.9102,NA,3.14461623,NA,"COD","Sub-Saharan Africa (all income levels)","Low income"
"467","Congo, Dem. Rep.",2004,52.8792682926829,130.483,54314855,10297483481.223,NA,3.33995801,NA,"COD","Sub-Saharan Africa (all income levels)","Low income"
"468","Congo, Dem. Rep.",2010,56.8961463414634,126.6196,65938712,20523285374.187,1.60244,4.04297925,0.8704,"COD","Sub-Saharan Africa (all income levels)","Low income"
"469","Central African Republic",2006,45.1631219512195,109.8056,4127112,1460562038.37097,1.40242,3.98872906,0.68721,"CAF","Sub-Saharan Africa (all income levels)","Low income"
"470","Central African Republic",2000,44.5972926829268,127.2816,3726048,914500299.097034,1.61265,4.23554071,NA,"CAF","Sub-Saharan Africa (all income levels)","Low income"
"471","Central African Republic",2007,45.6873902439024,106.623,4202104,1698125617.92304,1.31289,4.04420573,0.6966,"CAF","Sub-Saharan Africa (all income levels)","Low income"
"472","Central African Republic",2005,44.7380975609756,112.9882,4055608,1350301057.06866,1.63638,4.29009912,0.68814,"CAF","Sub-Saharan Africa (all income levels)","Low income"
"473","Central African Republic",2004,44.4396829268293,116.1708,3987896,1270080250.65268,1.62453,4.10144818,0.66322,"CAF","Sub-Saharan Africa (all income levels)","Low income"
"474","Central African Republic",2001,44.3620731707317,124.9088,3794677,931833302.752857,NA,3.94971705,0.68328,"CAF","Sub-Saharan Africa (all income levels)","Low income"
"475","Central African Republic",2010,47.6253170731707,101.6496,4444973,1986014845.63184,1.20455,3.89743425,0.71134,"CAF","Sub-Saharan Africa (all income levels)","Low income"
"476","Central African Republic",2008,46.284,104.9652,4280405,1985370057.92473,1.29002,4.30491314,0.70499,"CAF","Sub-Saharan Africa (all income levels)","Low income"
"477","Central African Republic",2011,48.3504390243903,99.9918,4530903,2212699746.81377,1.22862,3.73272849,0.72553,"CAF","Sub-Saharan Africa (all income levels)","Low income"
"478","Central African Republic",2002,44.2534146341464,122.536,3859784,991387870.12463,1.51957,4.16499024,0.66923,"CAF","Sub-Saharan Africa (all income levels)","Low income"
"479","Central African Republic",2003,44.2778048780488,119.3534,3923294,1139754799.16304,1.5398,4.30920674,0.6865,"CAF","Sub-Saharan Africa (all income levels)","Low income"
"480","Central African Republic",2009,46.9349756097561,103.3074,4361492,1981728140.77833,1.30356,3.57683853,0.70904,"CAF","Sub-Saharan Africa (all income levels)","Low income"
"481","Congo, Rep.",2007,55.8013170731707,129.179,3715665,8394688284.06224,NA,2.53770363,0.93201,"COG","Sub-Saharan Africa (all income levels)","Lower middle income"
"482","Congo, Rep.",2011,60.0851707317073,126.2022,4177435,14425607224.168,NA,2.79015169,0.94309,"COG","Sub-Saharan Africa (all income levels)","Lower middle income"
"483","Congo, Rep.",2003,51.7942195121951,135.5878,3331564,3495868724.68452,2.83616,2.61050747,0.93928,"COG","Sub-Saharan Africa (all income levels)","Lower middle income"
"484","Congo, Rep.",2006,54.6478292682927,130.7812,3604595,7731261310.93322,NA,2.3727083,0.90453,"COG","Sub-Saharan Africa (all income levels)","Lower middle income"
"485","Congo, Rep.",2002,51.1792926829268,137.19,3256867,3019993723.13308,3.20832,2.45276459,0.94406,"COG","Sub-Saharan Africa (all income levels)","Lower middle income"
"486","Congo, Rep.",2001,50.7731951219512,136.3814,3183883,2794259756.13093,NA,2.43633674,0.94217,"COG","Sub-Saharan Africa (all income levels)","Lower middle income"
"487","Congo, Rep.",2010,59.1431219512195,126.9464,4066078,12007880590.4575,6.22079,2.29284845,0.94491,"COG","Sub-Saharan Africa (all income levels)","Lower middle income"
"488","Congo, Rep.",2004,52.598,133.9856,3412592,4648628839.53457,2.28813,2.55529589,0.93758,"COG","Sub-Saharan Africa (all income levels)","Lower middle income"
"489","Congo, Rep.",2000,50.5898780487805,135.5728,3109269,3219910666.03357,NA,2.12504959,0.92499,"COG","Sub-Saharan Africa (all income levels)","Lower middle income"
"490","Congo, Rep.",2005,53.5615365853659,132.3834,3503086,6087002681.74095,1.83577,2.42171832,0.9296,"COG","Sub-Saharan Africa (all income levels)","Lower middle income"
"491","Congo, Rep.",2009,58.0936341463415,127.6906,3950786,9593536531.23778,NA,2.26558576,0.93164,"COG","Sub-Saharan Africa (all income levels)","Lower middle income"
"492","Congo, Rep.",2008,56.9650731707317,128.4348,3832771,11859014004.0772,NA,2.08514176,0.93179,"COG","Sub-Saharan Africa (all income levels)","Lower middle income"
"493","Switzerland",2002,80.3853658536585,5.342,7284753,301127808995.252,NA,10.60657136,1.0016,"CHE","Europe & Central Asia (all income levels)","High income: OECD"
"494","Switzerland",2011,82.6951219512195,3.695,7912398,696311671959.459,4.99342,11.21213823,0.99506,"CHE","Europe & Central Asia (all income levels)","High income: OECD"
"495","Switzerland",2004,81.0878048780488,5.0064,7389625,393541693928.428,NA,10.96120293,0.99717,"CHE","Europe & Central Asia (all income levels)","High income: OECD"
"496","Switzerland",2001,80.1804878048781,5.411,7229854,278628772872.719,NA,10.28167391,1.00121,"CHE","Europe & Central Asia (all income levels)","High income: OECD"
"497","Switzerland",2003,80.5365853658537,5.1742,7339001,351982634291.23,NA,10.933913,1.00181,"CHE","Europe & Central Asia (all income levels)","High income: OECD"
"498","Switzerland",2010,82.2463414634147,3.897,7824909,581211708792.789,4.94787,11.07054472,0.99533,"CHE","Europe & Central Asia (all income levels)","High income: OECD"
"499","Switzerland",2008,81.9926829268293,4.301,7647675,551546962699.658,NA,10.2889506,0.99474,"CHE","Europe & Central Asia (all income levels)","High income: OECD"
"500","Switzerland",2005,81.2365853658537,4.8386,7437115,407535656039.19,NA,10.86294204,0.99698,"CHE","Europe & Central Asia (all income levels)","High income: OECD"
"501","Switzerland",2000,79.6804878048781,5.48,7184250,271659728209.379,NA,9.90805016,0.99828,"CHE","Europe & Central Asia (all income levels)","High income: OECD"
"502","Switzerland",2006,81.490243902439,4.6708,7483934,429195591242.622,NA,10.38772207,0.99582,"CHE","Europe & Central Asia (all income levels)","High income: OECD"
"503","Switzerland",2007,81.7414634146342,4.503,7551117,477407802315.895,NA,10.20985654,0.9954,"CHE","Europe & Central Asia (all income levels)","High income: OECD"
"504","Switzerland",2009,82.0439024390244,4.099,7743831,539528229942.101,5.05967,11.00053859,0.99516,"CHE","Europe & Central Asia (all income levels)","High income: OECD"
"505","Cote d'Ivoire",2010,50.1514634146342,136.0868,20131707,24884505034.5564,NA,6.32384065,NA,"CIV","Sub-Saharan Africa (all income levels)","Lower middle income"
"506","Cote d'Ivoire",2011,50.5172195121951,135.6134,20604172,25381616734.0693,NA,6.42052546,0.83799,"CIV","Sub-Saharan Africa (all income levels)","Lower middle income"
"507","Cote d'Ivoire",2004,47.2965365853659,137.4434,17802516,16554441846.5192,4.12786,5.23740268,NA,"CIV","Sub-Saharan Africa (all income levels)","Lower middle income"
"508","Cote d'Ivoire",2000,46.6993902439024,137.767,16517948,10717022462.6859,3.70367,6.00117587,0.7522,"CIV","Sub-Saharan Africa (all income levels)","Lower middle income"
"509","Cote d'Ivoire",2009,49.7404878048781,136.5602,19684909,24277493862.0625,NA,6.41352727,0.81679,"CIV","Sub-Saharan Africa (all income levels)","Lower middle income"
"510","Cote d'Ivoire",2008,49.2797804878049,137.0336,19261647,24224903099.6283,4.44896,6.20550231,0.79691,"CIV","Sub-Saharan Africa (all income levels)","Lower middle income"
"511","Cote d'Ivoire",2003,46.9329756097561,137.4222,17491539,15306602560.2533,3.96799,4.65208666,0.80125,"CIV","Sub-Saharan Africa (all income levels)","Lower middle income"
"512","Cote d'Ivoire",2007,48.7788292682927,137.507,18862172,20343635319.6174,4.29742,6.34588449,0.79809,"CIV","Sub-Saharan Africa (all income levels)","Lower middle income"
"513","Cote d'Ivoire",2001,46.6076097560976,137.584,16865376,11192560827.2962,3.66868,4.84648676,0.76814,"CIV","Sub-Saharan Africa (all income levels)","Lower middle income"
"514","Cote d'Ivoire",2002,46.6955853658537,137.401,17185421,12346919216.1359,4.09033,4.46676932,0.7423,"CIV","Sub-Saharan Africa (all income levels)","Lower middle income"
"515","Cote d'Ivoire",2006,48.258756097561,137.4858,18486392,17800887796.4987,4.11478,5.87099688,0.79657,"CIV","Sub-Saharan Africa (all income levels)","Lower middle income"
"516","Cote d'Ivoire",2005,47.7518536585366,137.4646,18132702,17084928927.4555,4.10575,5.3896073,NA,"CIV","Sub-Saharan Africa (all income levels)","Lower middle income"
"517","Chile",2008,79.6409024390244,52.012,16645940,179626674542.474,3.79267,6.8683536,0.94487,"CHL","Latin America & Caribbean (all income levels)","Upper middle income"
"518","Chile",2005,78.6382926829268,53.3926,16096571,124404150138.227,3.22508,6.69119625,0.94957,"CHL","Latin America & Caribbean (all income levels)","Upper middle income"
"519","Chile",2011,80.5869756097561,49.993,17201305,250832362674.085,4.06808,7.00457914,0.96579,"CHL","Latin America & Caribbean (all income levels)","Upper middle income"
"520","Chile",2003,77.9329756097561,54.1002,15729268,77840186384.8713,3.8516,7.33944363,0.96751,"CHL","Latin America & Caribbean (all income levels)","Upper middle income"
"521","Chile",2009,79.9608048780488,51.339,16829957,171956955710.4,4.24129,7.39252832,0.94818,"CHL","Latin America & Caribbean (all income levels)","Upper middle income"
"522","Chile",2000,76.8208292682927,57.0052,15170387,79328640263.7676,3.70598,6.39554049,0.96562,"CHL","Latin America & Caribbean (all income levels)","Upper middle income"
"523","Chile",2002,77.5695853658537,54.454,15544554,70984568428.6004,4.00947,6.47573804,0.96781,"CHL","Latin America & Caribbean (all income levels)","Upper middle income"
"524","Chile",2007,79.3135365853659,52.685,16462701,173081277147.793,3.22353,6.34524532,0.94697,"CHL","Latin America & Caribbean (all income levels)","Upper middle income"
"525","Chile",2004,78.2893902439025,53.7464,15913119,100630707851.787,3.48845,6.93393245,0.94764,"CHL","Latin America & Caribbean (all income levels)","Upper middle income"
"526","Chile",2001,77.1987073170732,55.7296,15358418,72336972322.4242,NA,6.50868916,NA,"CHL","Latin America & Caribbean (all income levels)","Upper middle income"
"527","Chile",2010,80.2758048780488,50.666,17015048,217538271334.738,4.18121,6.96860594,0.96782,"CHL","Latin America & Caribbean (all income levels)","Upper middle income"
"528","Chile",2006,78.9791707317073,53.0388,16279728,154671012210.645,3.02381,6.18107636,0.95064,"CHL","Latin America & Caribbean (all income levels)","Upper middle income"
"529","Cameroon",2007,52.4791463414634,130.721,19078100,20431780377.8605,3.36625,4.75670352,0.85917,"CMR","Sub-Saharan Africa (all income levels)","Lower middle income"
"530","Cameroon",2006,52.150243902439,134.8048,18597109,17953066721.0949,2.95568,4.68549975,0.83738,"CMR","Sub-Saharan Africa (all income levels)","Lower middle income"
"531","Cameroon",2001,51.7571951219512,153.4376,16349364,9633109349.64535,2.60995,4.70069873,0.86743,"CMR","Sub-Saharan Africa (all income levels)","Lower middle income"
"532","Cameroon",2000,51.9358780487805,155.7352,15927713,9287367235.25769,1.93258,4.47926062,0.85273,"CMR","Sub-Saharan Africa (all income levels)","Lower middle income"
"533","Cameroon",2004,51.716487804878,142.9724,17667576,15775357014.6254,3.32991,4.73054345,0.85569,"CMR","Sub-Saharan Africa (all income levels)","Lower middle income"
"534","Cameroon",2003,51.6390487804878,147.0562,17218591,13621738837.1961,3.30182,4.97339975,0.85219,"CMR","Sub-Saharan Africa (all income levels)","Lower middle income"
"535","Cameroon",2002,51.6552682926829,151.14,16779434,10879778384.1965,NA,4.86311777,0.85993,"CMR","Sub-Saharan Africa (all income levels)","Lower middle income"
"536","Cameroon",2005,51.8890487804878,138.8886,18126999,16587858856.6778,3.12323,4.75114245,0.83735,"CMR","Sub-Saharan Africa (all income levels)","Lower middle income"
"537","Cameroon",2008,52.8558292682927,127.7446,19570418,23322254113.5623,2.95686,5.17618655,0.85905,"CMR","Sub-Saharan Africa (all income levels)","Lower middle income"
"538","Cameroon",2009,53.2648536585366,124.7682,20074522,23381142146.6485,3.46009,5.06998858,0.86547,"CMR","Sub-Saharan Africa (all income levels)","Lower middle income"
"539","Cameroon",2010,53.6948292682927,121.7918,20590666,23622483983.7101,3.31319,5.28483734,0.86357,"CMR","Sub-Saharan Africa (all income levels)","Lower middle income"
"540","Cameroon",2011,54.1373658536585,118.8154,21119065,26587311527.5711,3.05291,3.96167517,0.86911,"CMR","Sub-Saharan Africa (all income levels)","Lower middle income"
"541","China",2004,73.4199512195122,8.0308,1296075000,1941745602165.09,NA,4.72284375,NA,"CHN","East Asia & Pacific (all income levels)","Upper middle income"
"542","China",2002,72.6148780487805,8.148,1280400000,1461906487857.92,NA,4.78507297,0.99761,"CHN","East Asia & Pacific (all income levels)","Upper middle income"
"543","China",2008,74.5832682926829,7.7882,1324655000,4558431073438.2,NA,4.58905193,0.98632,"CHN","East Asia & Pacific (all income levels)","Upper middle income"
"544","China",2005,73.7669512195122,7.9722,1303720000,2268598904116.28,NA,4.65846996,NA,"CHN","East Asia & Pacific (all income levels)","Upper middle income"
"545","China",2003,73.0331219512195,8.0894,1288400000,1649928718134.59,NA,4.82123292,0.9973,"CHN","East Asia & Pacific (all income levels)","Upper middle income"
"546","China",2010,75.0074146341463,7.6546,1337705000,6039658508485.59,NA,4.88633979,0.9851,"CHN","East Asia & Pacific (all income levels)","Upper middle income"
"547","China",2007,74.3404390243903,7.855,1317885000,3523094314820.9,NA,4.31833293,0.98928,"CHN","East Asia & Pacific (all income levels)","Upper middle income"
"548","China",2011,75.2021707317073,7.5878,1344130000,7492432097810.11,NA,5.02886408,0.98692,"CHN","East Asia & Pacific (all income levels)","Upper middle income"
"549","China",2001,72.1757804878049,8.4602,1271850000,1332234719889.82,NA,4.55782328,1.00162,"CHN","East Asia & Pacific (all income levels)","Upper middle income"
"550","China",2006,74.0717073170732,7.9136,1311020000,2729784031906.09,NA,4.52241742,0.99236,"CHN","East Asia & Pacific (all income levels)","Upper middle income"
"551","China",2000,71.7304634146342,8.7724,1262645000,1205260678391.96,NA,4.59690987,NA,"CHN","East Asia & Pacific (all income levels)","Upper middle income"
"552","China",2009,74.8032682926829,7.7214,1331260000,5059419738267.41,NA,5.07535532,0.98581,"CHN","East Asia & Pacific (all income levels)","Upper middle income"
"553","Colombia",2005,72.2639268292683,72.7386,43285636,146566266310.57,3.99501,5.8158366,0.98035,"COL","Latin America & Caribbean (all income levels)","Upper middle income"
"554","Colombia",2003,71.7769024390244,81.7922,42152147,94684582573.3167,4.32514,5.92269295,NA,"COL","Latin America & Caribbean (all income levels)","Upper middle income"
"555","Colombia",2004,72.0249512195122,77.2654,42724157,117074865515.279,4.07935,5.37077635,0.98752,"COL","Latin America & Caribbean (all income levels)","Upper middle income"
"556","Colombia",2010,73.2778536585366,60.0682,45918101,287018184637.529,4.82616,6.75752454,NA,"COL","Latin America & Caribbean (all income levels)","Upper middle income"
"557","Colombia",2002,71.5217317073171,86.319,41572493,97933392356.4253,4.26813,5.66898945,0.99083,"COL","Latin America & Caribbean (all income levels)","Upper middle income"
"558","Colombia",2000,70.9887073170732,85.107,40403959,99886577575.5444,3.51121,5.90658511,0.99666,"COL","Latin America & Caribbean (all income levels)","Upper middle income"
"559","Colombia",2001,71.2603902439024,85.713,40988909,98203544965.2678,3.70868,5.96000372,0.99061,"COL","Latin America & Caribbean (all income levels)","Upper middle income"
"560","Colombia",2008,72.9071707317073,62.4794,44901660,243982437870.84,3.9098,6.61993597,0.9944,"COL","Latin America & Caribbean (all income levels)","Upper middle income"
"561","Colombia",2006,72.4914390243902,68.2118,43835744,162590146096.414,3.89332,6.1117047,0.98525,"COL","Latin America & Caribbean (all income levels)","Upper middle income"
"562","Colombia",2011,73.4548048780488,58.8626,46406446,335415156702.186,4.45981,6.63578902,NA,"COL","Latin America & Caribbean (all income levels)","Upper middle income"
"563","Colombia",2007,72.705512195122,63.685,44374647,207416494642.379,4.0587,6.25336641,0.99165,"COL","Latin America & Caribbean (all income levels)","Upper middle income"
"564","Colombia",2009,73.0969512195122,61.2738,45416276,233821670544.258,4.74743,7.01240715,0.99572,"COL","Latin America & Caribbean (all income levels)","Upper middle income"
"565","Costa Rica",2004,77.9653658536586,67.67,4187039,18596365926.995,4.89459,7.79839004,0.97649,"CRI","Latin America & Caribbean (all income levels)","Upper middle income"
"566","Costa Rica",2001,77.5708780487805,72.4668,3996800,16403602943.4123,4.70612,7.24688126,0.98305,"CRI","Latin America & Caribbean (all income levels)","Upper middle income"
"567","Costa Rica",2007,78.3303170731707,64.49,4369465,26322000105.2344,NA,8.36985934,0.98035,"CRI","Latin America & Caribbean (all income levels)","Upper middle income"
"568","Costa Rica",2009,78.5926097560976,62.3196,4488261,29382694860.8539,NA,9.68658882,0.98018,"CRI","Latin America & Caribbean (all income levels)","Upper middle income"
"569","Costa Rica",2006,78.2078048780488,65.55,4308790,22526463618.6989,NA,7.8231858,0.97869,"CRI","Latin America & Caribbean (all income levels)","Upper middle income"
"570","Costa Rica",2005,78.0866585365854,66.61,4247843,19964925502.6464,NA,7.73973795,0.97451,"CRI","Latin America & Caribbean (all income levels)","Upper middle income"
"571","Costa Rica",2011,78.8901707317073,60.1492,4600487,41237293551.3474,NA,9.72939981,0.98247,"CRI","Latin America & Caribbean (all income levels)","Upper middle income"
"572","Costa Rica",2010,78.7360487804878,61.2344,4545273,36298327620.1953,NA,9.65747228,0.9806,"CRI","Latin America & Caribbean (all income levels)","Upper middle income"
"573","Costa Rica",2008,78.4577317073171,63.4048,4429506,29837895769.0591,NA,9.00515369,0.98208,"CRI","Latin America & Caribbean (all income levels)","Upper middle income"
"574","Costa Rica",2002,77.7094634146341,69.79,4063208,16844378578.178,5.06924,8.22565685,0.9689,"CRI","Latin America & Caribbean (all income levels)","Upper middle income"
"575","Costa Rica",2000,77.4226829268293,75.1436,3925450,15946443103.2804,4.39395,7.12411021,0.96848,"CRI","Latin America & Caribbean (all income levels)","Upper middle income"
"576","Costa Rica",2003,77.8404634146341,68.73,4125970,17517536016.3339,5.06167,8.44923734,NA,"CRI","Latin America & Caribbean (all income levels)","Upper middle income"
"577","Cuba",2007,78.4491951219512,49.261,11284043,58603500000,11.86829,10.41968483,0.97744,"CUB","Latin America & Caribbean (all income levels)","Upper middle income"
"578","Cuba",2000,76.6448048780488,58.1128,11116787,30565200000,7.70486,6.0657218,0.96164,"CUB","Latin America & Caribbean (all income levels)","Upper middle income"
"579","Cuba",2001,76.8652195121951,54.3524,11151472,31683300000,8.35785,6.27017609,0.96254,"CUB","Latin America & Caribbean (all income levels)","Upper middle income"
"580","Cuba",2011,79.039512195122,48.4786,11323570,68990140000,NA,10.59691898,0.98836,"CUB","Latin America & Caribbean (all income levels)","Upper middle income"
"581","Cuba",2006,78.2059512195122,49.5272,11275199,52742100000,9.05729,7.67119625,0.97738,"CUB","Latin America & Caribbean (all income levels)","Upper middle income"
"582","Cuba",2003,77.3639512195122,50.3258,11214837,35901500000,9.94078,6.31477793,0.97039,"CUB","Latin America & Caribbean (all income levels)","Upper middle income"
"583","Cuba",2010,78.9356341463415,48.6742,11308133,64328200000,12.83727,10.19428176,0.98773,"CUB","Latin America & Caribbean (all income levels)","Upper middle income"
"584","Cuba",2005,77.9321463414634,49.7934,11261052,42644200000,10.55769,9.39424353,0.9741,"CUB","Latin America & Caribbean (all income levels)","Upper middle income"
"585","Cuba",2002,77.1024634146341,50.592,11184540,33590400000,9.5712,6.49530818,0.96727,"CUB","Latin America & Caribbean (all income levels)","Upper middle income"
"586","Cuba",2008,78.6505121951219,49.0654,11290239,60806300000,14.05908,10.79330726,0.98266,"CUB","Latin America & Caribbean (all income levels)","Upper middle income"
"587","Cuba",2009,78.8109756097561,48.8698,11297442,62078600000,13.12516,11.78167488,0.9862,"CUB","Latin America & Caribbean (all income levels)","Upper middle income"
"588","Cuba",2004,77.6446829268293,50.0596,11240680,38202800000,10.26828,6.13763913,0.9695,"CUB","Latin America & Caribbean (all income levels)","Upper middle income"
"601","Curacao",2004,NA,35.6434,134192,NA,NA,NA,NA,"CUW","Latin America & Caribbean (all income levels)","High income: nonOECD"
"602","Curacao",2010,NA,34.9264,148703,NA,NA,NA,NA,"CUW","Latin America & Caribbean (all income levels)","High income: nonOECD"
"603","Curacao",2006,74.709756097561,34.6018,141239,NA,NA,NA,NA,"CUW","Latin America & Caribbean (all income levels)","High income: nonOECD"
"604","Curacao",2008,75.309756097561,34.3628,145880,NA,NA,NA,NA,"CUW","Latin America & Caribbean (all income levels)","High income: nonOECD"
"605","Curacao",2001,NA,38.0526,129047,NA,NA,NA,NA,"CUW","Latin America & Caribbean (all income levels)","High income: nonOECD"
"606","Curacao",2007,75.3634146341464,34.081,144056,NA,NA,NA,NA,"CUW","Latin America & Caribbean (all income levels)","High income: nonOECD"
"607","Curacao",2005,NA,35.1226,137658,NA,NA,NA,NA,"CUW","Latin America & Caribbean (all income levels)","High income: nonOECD"
"608","Curacao",2000,NA,39.4202,133860,NA,NA,NA,NA,"CUW","Latin America & Caribbean (all income levels)","High income: nonOECD"
"609","Curacao",2011,77.4731707317073,35.2082,150831,NA,NA,NA,NA,"CUW","Latin America & Caribbean (all income levels)","High income: nonOECD"
"610","Curacao",2009,76.1560975609756,34.6446,146833,NA,NA,NA,NA,"CUW","Latin America & Caribbean (all income levels)","High income: nonOECD"
"611","Curacao",2003,NA,36.1642,131897,NA,NA,NA,NA,"CUW","Latin America & Caribbean (all income levels)","High income: nonOECD"
"612","Curacao",2002,NA,36.685,129205,NA,NA,NA,NA,"CUW","Latin America & Caribbean (all income levels)","High income: nonOECD"
"613","Cyprus",2000,77.9716829268293,9.5572,943287,9929632422.24317,5.01779,5.76878621,1.00177,"CYP","Europe & Central Asia (all income levels)","High income: nonOECD"
"614","Cyprus",2004,78.465756097561,6.9564,1015827,17164625000,6.17329,6.41800628,0.99508,"CYP","Europe & Central Asia (all income levels)","High income: nonOECD"
"615","Cyprus",2011,79.571512195122,5.6888,1116644,27089174646.3239,6.64467,7.53731961,0.99221,"CYP","Europe & Central Asia (all income levels)","High income: nonOECD"
"616","Cyprus",2005,78.5896097560976,6.8216,1032586,18270009451.3257,6.34274,6.3690867,0.99871,"CYP","Europe & Central Asia (all income levels)","High income: nonOECD"
"617","Cyprus",2007,78.868512195122,6.552,1063040,23716042497.1344,6.34744,6.05253416,0.99251,"CYP","Europe & Central Asia (all income levels)","High income: nonOECD"
"618","Cyprus",2008,79.0275365853659,6.3362,1077010,27493064742.3573,6.80899,6.89217292,0.98863,"CYP","Europe & Central Asia (all income levels)","High income: nonOECD"
"619","Cyprus",2001,78.1005609756098,8.3916,961482,10328979963.5701,5.14965,5.78263528,1.00237,"CYP","Europe & Central Asia (all income levels)","High income: nonOECD"
"620","Cyprus",2006,78.7228780487805,6.6868,1048293,19866878478.6748,6.39555,6.27810151,0.99701,"CYP","Europe & Central Asia (all income levels)","High income: nonOECD"
"621","Cyprus",2010,79.3819512195122,5.9046,1103685,25247424010.9811,6.66191,7.2339653,1.00018,"CYP","Europe & Central Asia (all income levels)","High income: nonOECD"
"622","Cyprus",2009,79.199487804878,6.1204,1090486,25593262400.8645,7.30415,7.40220132,0.98884,"CYP","Europe & Central Asia (all income levels)","High income: nonOECD"
"623","Cyprus",2002,78.2239512195122,7.226,979883,11345759615.3846,5.6183,6.1236131,1.00157,"CYP","Europe & Central Asia (all income levels)","High income: nonOECD"
"624","Cyprus",2003,78.3458536585366,7.0912,998150,14445240090.6002,6.71737,6.83046446,1.00358,"CYP","Europe & Central Asia (all income levels)","High income: nonOECD"
"625","Czech Republic",2001,75.1731707317073,12.4008,10216605,67375623427.4642,3.75679,6.42218784,0.99089,"CZE","Europe & Central Asia (all income levels)","High income: OECD"
"626","Czech Republic",2002,75.2219512195122,11.36,10196916,81696651658.8981,3.98297,6.79738309,0.9871,"CZE","Europe & Central Asia (all income levels)","High income: OECD"
"627","Czech Republic",2000,74.9682926829268,13.4416,10255063,61474265134.5364,3.6613,6.31376242,0.99557,"CZE","Europe & Central Asia (all income levels)","High income: OECD"
"628","Czech Republic",2007,76.7243902439025,11.117,10298828,188818155388.125,3.875,6.522339,0.99226,"CZE","Europe & Central Asia (all income levels)","High income: OECD"
"629","Czech Republic",2003,75.1707317073171,11.3114,10193998,99300329682.0164,4.15004,7.13181689,0.98394,"CZE","Europe & Central Asia (all income levels)","High income: OECD"
"630","Czech Republic",2004,75.7219512195122,11.2628,10197101,118976023159.713,4.02052,6.90346859,0.98594,"CZE","Europe & Central Asia (all income levels)","High income: OECD"
"631","Czech Republic",2011,77.8731707317073,11.0442,10496088,227313162936.047,4.28418,7.50106056,0.99444,"CZE","Europe & Central Asia (all income levels)","High income: OECD"
"632","Czech Republic",2006,76.5243902439024,11.1656,10238905,155213006071.979,4.22392,6.69370303,0.99191,"CZE","Europe & Central Asia (all income levels)","High income: OECD"
"633","Czech Republic",2008,76.9756097560976,11.0988,10384603,235204812643.146,3.75273,6.81889577,0.99256,"CZE","Europe & Central Asia (all income levels)","High income: OECD"
"634","Czech Republic",2005,75.9243902439025,11.2142,10211216,135990215966.674,3.89869,6.93394326,0.9856,"CZE","Europe & Central Asia (all income levels)","High income: OECD"
"635","Czech Republic",2009,77.0780487804878,11.0806,10443936,205729790694.015,4.18041,7.84539515,0.99533,"CZE","Europe & Central Asia (all income levels)","High income: OECD"
"636","Czech Republic",2010,77.4243902439025,11.0624,10474410,207015860050.371,4.07352,7.4318989,0.99588,"CZE","Europe & Central Asia (all income levels)","High income: OECD"
"637","Germany",2001,78.3292682926829,12.5188,82349925,1950648769574.94,NA,10.15409317,0.99434,"DEU","Europe & Central Asia (all income levels)","High income: OECD"
"638","Germany",2000,77.9268292682927,12.6676,82211508,1949953934033.54,NA,10.10314295,0.99419,"DEU","Europe & Central Asia (all income levels)","High income: OECD"
"639","Germany",2002,78.2292682926829,12.37,82488495,2079136081309.99,NA,10.39990223,0.99376,"DEU","Europe & Central Asia (all income levels)","High income: OECD"
"640","Germany",2003,78.3804878048781,11.8502,82534176,2505733634311.51,NA,10.61578862,0.99603,"DEU","Europe & Central Asia (all income levels)","High income: OECD"
"641","Germany",2010,79.9878048780488,8.724,81776930,3417298013245.03,4.921,11.25156004,0.99832,"DEU","Europe & Central Asia (all income levels)","High income: OECD"
"642","Germany",2004,78.6804878048781,11.3304,82516260,2819245095604.67,NA,10.37086787,0.99739,"DEU","Europe & Central Asia (all income levels)","High income: OECD"
"643","Germany",2005,78.9317073170732,10.8106,82469422,2861410272354.18,NA,10.51754561,1.00042,"DEU","Europe & Central Asia (all income levels)","High income: OECD"
"644","Germany",2006,79.1317073170732,10.2908,82376451,3002446368084.31,4.28476,10.34100073,1.00053,"DEU","Europe & Central Asia (all income levels)","High income: OECD"
"645","Germany",2007,79.5341463414634,9.771,82266372,3439953462907.2,4.34842,10.1804053,0.99974,"DEU","Europe & Central Asia (all income levels)","High income: OECD"
"646","Germany",2008,79.7365853658537,9.422,82110097,3752365607148.09,4.41596,10.39246762,0.99788,"DEU","Europe & Central Asia (all income levels)","High income: OECD"
"647","Germany",2011,80.7414634146342,8.375,81797673,3757464553794.83,4.81496,10.93273699,0.99682,"DEU","Europe & Central Asia (all income levels)","High income: OECD"
"648","Germany",2009,79.8365853658537,9.073,81902307,3418005001389.27,4.88767,11.40325491,0.99836,"DEU","Europe & Central Asia (all income levels)","High income: OECD"
"649","Djibouti",2001,57.088243902439,32.009,734088,572417440.820162,7.80543,5.37254273,0.75279,"DJI","Middle East & North Africa (all income levels)","Lower middle income"
